appkey,appid,itemcode,itemdesc,addtime
RPT7,6915,MUNI,MUNICIPAL,6/14/2018 9:42
RPT1,6916,VEH,VEHICLE,6/14/2018 10:04
RPT2,6916,SPEE,TRAFFIC-SPEEDING,6/14/2018 10:04
RPT3,6916,*NO,*NO SEARCH,6/14/2018 10:05
RPT6,6916,WAR,WARNING,6/14/2018 10:05
RPT1,6917,VEH,VEHICLE,6/14/2018 8:25
RPT2,6917,SPEE,TRAFFIC-SPEEDING,6/14/2018 8:25
RPT3,6917,*NO,*NO SEARCH,6/14/2018 8:25
RPT6,6917,CIT,CITATION,6/14/2018 8:25
RPT7,6917,TRAF,TRAFFIC,6/14/2018 8:25
RPT1,6918,VEH,VEHICLE,6/14/2018 12:10
RPT2,6918,SPEE,TRAFFIC-SPEEDING,6/14/2018 12:10
RPT3,6918,*NO,*NO SEARCH,6/14/2018 12:11
RPT6,6918,CIT,CITATION,6/14/2018 12:11
RPT7,6918,TRAF,TRAFFIC,6/14/2018 12:11
RPT1,6919,VEH,VEHICLE,6/14/2018 12:11
RPT2,6919,SPEE,TRAFFIC-SPEEDING,6/14/2018 12:11
RPT3,6919,*NO,*NO SEARCH,6/14/2018 12:12
RPT6,6919,CIT,CITATION,6/14/2018 12:12
RPT7,6919,TRAF,TRAFFIC,6/14/2018 12:12
RPT1,6920,VEH,VEHICLE,6/14/2018 12:12
RPT2,6920,SPEE,TRAFFIC-SPEEDING,6/14/2018 12:12
RPT3,6920,*NO,*NO SEARCH,6/14/2018 12:13
RPT6,6920,CIT,CITATION,6/14/2018 12:13
RPT7,6920,TRAF,TRAFFIC,6/14/2018 12:13
RPT1,6921,VEH,VEHICLE,6/14/2018 12:13
RPT2,6921,SPEE,TRAFFIC-SPEEDING,6/14/2018 12:13
RPT3,6921,*NO,*NO SEARCH,6/14/2018 12:13
RPT6,6921,CIT,CITATION,6/14/2018 12:13
RPT7,6921,TRAF,TRAFFIC,6/14/2018 12:13
RPT1,6922,VEH,VEHICLE,6/14/2018 12:35
RPT2,6922,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 12:35
RPT3,6922,*NO,*NO SEARCH,6/14/2018 12:35
RPT6,6922,CIT,CITATION,6/14/2018 12:35
RPT7,6922,TRAF,TRAFFIC,6/14/2018 12:35
RPT1,6923,VEH,VEHICLE,6/14/2018 12:35
RPT2,6923,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 12:35
RPT3,6923,*NO,*NO SEARCH,6/14/2018 12:35
RPT6,6923,CIT,CITATION,6/14/2018 12:35
RPT7,6923,TRAF,TRAFFIC,6/14/2018 12:35
RPT1,6924,VEH,VEHICLE,6/14/2018 12:36
RPT2,6924,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 12:37
RPT3,6924,*NO,*NO SEARCH,6/14/2018 12:37
RPT6,6924,CIT,CITATION,6/14/2018 12:37
RPT7,6924,TRAF,TRAFFIC,6/14/2018 12:37
RPT1,6925,VEH,VEHICLE,6/14/2018 12:37
RPT2,6925,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 12:37
RPT3,6925,*NO,*NO SEARCH,6/14/2018 12:37
RPT6,6925,CIT,CITATION,6/14/2018 12:37
RPT7,6925,TRAF,TRAFFIC,6/14/2018 12:37
RPT1,6926,VEH,VEHICLE,6/14/2018 13:28
RPT2,6926,SPEE,TRAFFIC-SPEEDING,6/14/2018 13:28
RPT3,6926,*NO,*NO SEARCH,6/14/2018 13:28
RPT6,6926,CIT,CITATION,6/14/2018 13:29
RPT1,6927,VEH,VEHICLE,6/14/2018 14:26
RPT2,6927,STAT,STATE VIOLATION,6/14/2018 14:26
RPT3,6927,*NO,*NO SEARCH,6/14/2018 14:26
RPT6,6927,CIT,CITATION,6/14/2018 14:27
RPT7,6927,TRAF,TRAFFIC,6/14/2018 14:27
RPT1,6928,VEH,VEHICLE,6/14/2018 11:06
RPT2,6928,SPEE,TRAFFIC-SPEEDING,6/14/2018 11:06
RPT3,6928,*NO,*NO SEARCH,6/14/2018 11:06
RPT6,6928,CIT,CITATION,6/14/2018 11:06
RPT7,6928,TRAF,TRAFFIC,6/14/2018 11:06
RPT1,6929,VEH,VEHICLE,6/14/2018 14:17
RPT2,6929,SPEE,TRAFFIC-SPEEDING,6/14/2018 14:17
RPT3,6929,*NO,*NO SEARCH,6/14/2018 14:17
RPT6,6929,CIT,CITATION,6/14/2018 14:17
RPT7,6929,TRAF,TRAFFIC,6/14/2018 14:17
RPT1,6930,VEH,VEHICLE,6/14/2018 14:33
RPT2,6930,SPEE,TRAFFIC-SPEEDING,6/14/2018 14:33
RPT3,6930,*NO,*NO SEARCH,6/14/2018 14:33
RPT6,6930,CIT,CITATION,6/14/2018 14:33
RPT7,6930,TRAF,TRAFFIC,6/14/2018 14:33
RPT1,6931,VEH,VEHICLE,6/14/2018 14:48
RPT2,6931,SPEE,TRAFFIC-SPEEDING,6/14/2018 14:48
RPT3,6931,*NO,*NO SEARCH,6/14/2018 14:48
RPT6,6931,CIT,CITATION,6/14/2018 14:48
RPT7,6931,TRAF,TRAFFIC,6/14/2018 14:48
RPT1,6932,VEH,VEHICLE,6/14/2018 15:08
RPT2,6932,SPEE,TRAFFIC-SPEEDING,6/14/2018 15:09
RPT3,6932,*NO,*NO SEARCH,6/14/2018 15:09
RPT6,6932,CIT,CITATION,6/14/2018 15:09
RPT7,6932,TRAF,TRAFFIC,6/14/2018 15:09
RPT2,6933,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 16:51
RPT1,6933,VEH,VEHICLE,6/14/2018 16:51
RPT3,6933,*NO,*NO SEARCH,6/14/2018 16:51
RPT6,6933,CIT,CITATION,6/14/2018 16:51
RPT7,6933,TRAF,TRAFFIC,6/14/2018 16:51
RPT1,6934,VEH,VEHICLE,6/14/2018 16:51
RPT2,6934,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 16:52
RPT3,6934,*NO,*NO SEARCH,6/14/2018 16:52
RPT6,6934,CIT,CITATION,6/14/2018 16:52
RPT7,6934,TRAF,TRAFFIC,6/14/2018 16:52
RPT1,6935,VEH,VEHICLE,6/14/2018 16:52
RPT2,6935,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 16:52
RPT3,6935,*NO,*NO SEARCH,6/14/2018 16:52
RPT6,6935,CIT,CITATION,6/14/2018 16:52
RPT7,6935,TRAF,TRAFFIC,6/14/2018 16:52
RPT1,6936,VEH,VEHICLE,6/14/2018 16:53
RPT2,6936,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 16:53
RPT3,6936,*NO,*NO SEARCH,6/14/2018 16:53
RPT6,6936,CIT,CITATION,6/14/2018 16:53
RPT7,6936,TRAF,TRAFFIC,6/14/2018 16:53
RPT1,6937,VEH,VEHICLE,6/14/2018 19:53
RPT2,6937,SPEE,TRAFFIC-SPEEDING,6/14/2018 19:53
RPT3,6937,*NO,*NO SEARCH,6/14/2018 19:53
RPT6,6937,CIT,CITATION,6/14/2018 19:53
RPT7,6937,TRAF,TRAFFIC,6/14/2018 19:53
RPT1,6938,VEH,VEHICLE,6/14/2018 19:53
RPT2,6938,SPEE,TRAFFIC-SPEEDING,6/14/2018 19:53
RPT3,6938,*NO,*NO SEARCH,6/14/2018 19:53
RPT6,6938,CIT,CITATION,6/14/2018 19:53
RPT7,6938,TRAF,TRAFFIC,6/14/2018 19:53
RPT1,6939,VEH,VEHICLE,6/14/2018 19:54
RPT2,6939,SPEE,TRAFFIC-SPEEDING,6/14/2018 19:54
RPT3,6939,*NO,*NO SEARCH,6/14/2018 19:54
RPT6,6939,CIT,CITATION,6/14/2018 19:54
RPT7,6939,TRAF,TRAFFIC,6/14/2018 19:54
RPT1,6940,PED,PEDESTRIAN,6/14/2018 23:54
RPT2,6940,MUNI,MUNICIPAL VIOLATION,6/14/2018 23:54
RPT3,6940,*NO,*NO SEARCH,6/14/2018 23:54
RPT6,6940,WAR,WARNING,6/14/2018 23:54
RPT1,6941,VEH,VEHICLE,6/15/2018 0:02
RPT2,6941,MUNI,MUNICIPAL VIOLATION,6/15/2018 0:02
RPT3,6941,*NO,*NO SEARCH,6/15/2018 0:02
RPT6,6941,WAR,WARNING,6/15/2018 0:02
RPT7,6941,NO,NOT CHARGED,6/15/2018 0:02
RPT1,6942,VEH,VEHICLE,6/15/2018 0:09
RPT2,6942,RECK,TRAFFIC-RECKLESS/CARELESS,6/15/2018 0:09
RPT3,6942,*NO,*NO SEARCH,6/15/2018 0:10
RPT6,6942,CIT,CITATION,6/15/2018 0:10
RPT7,6942,TRAF,TRAFFIC,6/15/2018 0:10
RPT1,6943,VEH,VEHICLE,6/15/2018 2:15
RPT2,6943,STAT,STATE VIOLATION,6/15/2018 2:15
RPT3,6943,*NO,*NO SEARCH,6/15/2018 2:15
RPT6,6943,WAR,WARNING,6/15/2018 2:15
RPT1,6944,PED,PEDESTRIAN,6/15/2018 2:16
RPT2,6944,MUNI,MUNICIPAL VIOLATION,6/15/2018 2:16
RPT3,6944,*NO,*NO SEARCH,6/15/2018 2:16
RPT6,6944,WAR,WARNING,6/15/2018 2:16
RPT1,6945,VEH,VEHICLE,6/15/2018 3:09
RPT2,6945,EQUI,EQUIPMENT VIOLATION,6/15/2018 3:09
RPT3,6945,*NO,*NO SEARCH,6/15/2018 3:09
RPT6,6945,WAR,WARNING,6/15/2018 3:09
RPT7,6945,NO,NOT CHARGED,6/15/2018 3:09
RPT1,6946,VEH,VEHICLE,6/15/2018 3:10
RPT2,6946,EQUI,EQUIPMENT VIOLATION,6/15/2018 3:10
RPT3,6946,*NO,*NO SEARCH,6/15/2018 3:11
RPT6,6946,WAR,WARNING,6/15/2018 3:11
RPT7,6946,NO,NOT CHARGED,6/15/2018 3:11
RPT1,6947,VEH,VEHICLE,6/15/2018 3:11
RPT2,6947,EQUI,EQUIPMENT VIOLATION,6/15/2018 3:11
RPT3,6947,*NO,*NO SEARCH,6/15/2018 3:11
RPT6,6947,WAR,WARNING,6/15/2018 3:12
RPT7,6947,NO,NOT CHARGED,6/15/2018 3:12
RPT1,6948,VEH,VEHICLE,6/15/2018 3:43
RPT2,6948,EQUI,EQUIPMENT VIOLATION,6/15/2018 3:43
RPT3,6948,*NO,*NO SEARCH,6/15/2018 3:43
RPT6,6948,WAR,WARNING,6/15/2018 3:43
RPT1,6949,VEH,VEHICLE,6/15/2018 7:00
RPT2,6949,STAT,STATE VIOLATION,6/15/2018 7:00
RPT3,6949,*NO,*NO SEARCH,6/15/2018 7:00
RPT6,6949,WAR,WARNING,6/15/2018 7:00
RPT1,6950,VEH,VEHICLE,6/15/2018 12:55
RPT2,6950,SPEE,TRAFFIC-SPEEDING,6/15/2018 12:55
RPT3,6950,*NO,*NO SEARCH,6/15/2018 12:55
RPT6,6950,CIT,CITATION,6/15/2018 12:55
RPT1,6951,VEH,VEHICLE,6/15/2018 12:56
RPT2,6951,SPEE,TRAFFIC-SPEEDING,6/15/2018 12:56
RPT3,6951,*NO,*NO SEARCH,6/15/2018 12:56
RPT6,6951,CIT,CITATION,6/15/2018 12:56
RPT1,6952,VEH,VEHICLE,6/15/2018 15:48
RPT2,6952,MUNI,MUNICIPAL VIOLATION,6/15/2018 15:48
RPT3,6952,*NO,*NO SEARCH,6/15/2018 15:48
RPT5,6952,NOT,NOTHING SEIZED,6/15/2018 15:48
RPT6,6952,CIT,CITATION,6/15/2018 15:48
RPT7,6952,MUNI,MUNICIPAL,6/15/2018 15:49
RPT1,6953,PED,PEDESTRIAN,6/13/2018 11:22
RPT3,6953,*NO,*NO SEARCH,6/13/2018 11:22
RPT6,6953,NO,NO ACTION,6/13/2018 11:22
RPT1,6954,PED,PEDESTRIAN,6/13/2018 11:23
RPT6,6954,NO,NO ACTION,6/13/2018 11:23
RPT1,6955,PED,PEDESTRIAN,6/16/2018 7:07
RPT2,6955,MUNI,MUNICIPAL VIOLATION,6/16/2018 7:07
RPT3,6955,*NO,*NO SEARCH,6/16/2018 7:07
RPT6,6955,CIT,CITATION,6/16/2018 7:07
RPT1,6956,PED,PEDESTRIAN,6/16/2018 7:08
RPT2,6956,MUNI,MUNICIPAL VIOLATION,6/16/2018 7:08
RPT3,6956,*NO,*NO SEARCH,6/16/2018 7:08
RPT6,6956,CIT,CITATION,6/16/2018 7:08
RPT1,6957,VEH,VEHICLE,6/16/2018 9:27
RPT2,6957,SPEE,TRAFFIC-SPEEDING,6/16/2018 9:27
RPT3,6957,*NO,*NO SEARCH,6/16/2018 9:27
RPT6,6957,CIT,CITATION,6/16/2018 9:27
RPT7,6957,TRAF,TRAFFIC,6/16/2018 9:27
RPT1,6958,VEH,VEHICLE,6/16/2018 9:28
RPT2,6958,SPEE,TRAFFIC-SPEEDING,6/16/2018 9:28
RPT3,6958,*NO,*NO SEARCH,6/16/2018 9:28
RPT6,6958,CIT,CITATION,6/16/2018 9:29
RPT7,6958,TRAF,TRAFFIC,6/16/2018 9:29
RPT1,6959,VEH,VEHICLE,6/16/2018 9:29
RPT2,6959,SPEE,TRAFFIC-SPEEDING,6/16/2018 9:29
RPT3,6959,*NO,*NO SEARCH,6/16/2018 9:29
RPT6,6959,CIT,CITATION,6/16/2018 9:29
RPT7,6959,TRAF,TRAFFIC,6/16/2018 9:30
RPT1,6960,VEH,VEHICLE,6/14/2018 11:57
RPT2,6960,SPEE,TRAFFIC-SPEEDING,6/14/2018 11:57
RPT3,6960,*NO,*NO SEARCH,6/14/2018 11:57
RPT6,6960,WAR,WARNING,6/14/2018 11:57
RPT1,6961,VEH,VEHICLE,6/14/2018 12:21
RPT2,6961,SPEE,TRAFFIC-SPEEDING,6/14/2018 12:21
RPT3,6961,*NO,*NO SEARCH,6/14/2018 12:21
RPT6,6961,WAR,WARNING,6/14/2018 12:21
RPT1,6962,PED,PEDESTRIAN,6/16/2018 14:36
RPT2,6962,MUNI,MUNICIPAL VIOLATION,6/16/2018 14:36
RPT3,6962,*NO,*NO SEARCH,6/16/2018 14:37
RPT6,6962,WAR,WARNING,6/16/2018 14:38
RPT1,6963,PED,PEDESTRIAN,6/16/2018 14:40
RPT2,6963,MUNI,MUNICIPAL VIOLATION,6/16/2018 14:40
RPT3,6963,*NO,*NO SEARCH,6/16/2018 14:41
RPT6,6963,CIT,CITATION,6/16/2018 14:41
RPT7,6963,MUNI,MUNICIPAL,6/16/2018 14:41
RPT1,6964,VEH,VEHICLE,6/16/2018 15:02
RPT2,6964,EQUI,EQUIPMENT VIOLATION,6/16/2018 15:02
RPT3,6964,*NO,*NO SEARCH,6/16/2018 15:02
RPT6,6964,WAR,WARNING,6/16/2018 15:02
RPT1,6965,VEH,VEHICLE,6/16/2018 15:41
RPT2,6965,MUNI,MUNICIPAL VIOLATION,6/16/2018 15:41
RPT3,6965,*NO,*NO SEARCH,6/16/2018 15:41
RPT6,6965,CIT,CITATION,6/16/2018 15:41
RPT7,6965,TRAF,TRAFFIC,6/16/2018 15:41
RPT1,6966,VEH,VEHICLE,6/16/2018 15:41
RPT2,6966,SPEE,TRAFFIC-SPEEDING,6/16/2018 15:42
RPT3,6966,*NO,*NO SEARCH,6/16/2018 15:42
RPT6,6966,CIT,CITATION,6/16/2018 15:42
RPT7,6966,TRAF,TRAFFIC,6/16/2018 15:42
RPT1,6967,VEH,VEHICLE,6/16/2018 17:19
RPT2,6967,MUNI,MUNICIPAL VIOLATION,6/16/2018 17:19
RPT3,6967,*NO,*NO SEARCH,6/16/2018 17:19
RPT6,6967,CIT,CITATION,6/16/2018 17:19
RPT7,6967,TRAF,TRAFFIC,6/16/2018 17:20
RPT1,6968,VEH,VEHICLE,6/16/2018 18:30
RPT2,6968,SPEE,TRAFFIC-SPEEDING,6/16/2018 18:30
RPT3,6968,*NO,*NO SEARCH,6/16/2018 18:30
RPT6,6968,CIT,CITATION,6/16/2018 18:30
RPT7,6968,TRAF,TRAFFIC,6/16/2018 18:30
RPT1,6969,PED,PEDESTRIAN,6/16/2018 20:08
RPT2,6969,MUNI,MUNICIPAL VIOLATION,6/16/2018 20:08
RPT6,6969,CIT,CITATION,6/16/2018 20:08
RPT7,6969,MUNI,MUNICIPAL,6/16/2018 20:08
RPT1,6970,PED,PEDESTRIAN,6/16/2018 20:09
RPT2,6970,MUNI,MUNICIPAL VIOLATION,6/16/2018 20:09
RPT6,6970,CIT,CITATION,6/16/2018 20:09
RPT7,6970,MUNI,MUNICIPAL,6/16/2018 20:10
RPT1,6971,PED,PEDESTRIAN,6/16/2018 20:11
RPT2,6971,MUNI,MUNICIPAL VIOLATION,6/16/2018 20:11
RPT6,6971,CIT,CITATION,6/16/2018 20:11
RPT7,6971,MUNI,MUNICIPAL,6/16/2018 20:11
RPT1,6972,PED,PEDESTRIAN,6/16/2018 20:13
RPT2,6972,MUNI,MUNICIPAL VIOLATION,6/16/2018 20:13
RPT6,6972,CIT,CITATION,6/16/2018 20:13
RPT7,6972,MUNI,MUNICIPAL,6/16/2018 20:14
RPT1,6973,VEH,VEHICLE,6/16/2018 23:57
RPT2,6973,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/16/2018 23:57
RPT3,6973,*NO,*NO SEARCH,6/16/2018 23:57
RPT6,6973,WAR,WARNING,6/16/2018 23:57
RPT1,6974,VEH,VEHICLE,6/12/2018 23:18
RPT2,6974,MUNI,MUNICIPAL VIOLATION,6/12/2018 23:18
RPT6,6974,CIT,CITATION,6/12/2018 23:18
RPT1,6975,PED,PEDESTRIAN,6/17/2018 0:02
RPT2,6975,MUNI,MUNICIPAL VIOLATION,6/17/2018 0:02
RPT3,6975,*NO,*NO SEARCH,6/17/2018 0:02
RPT6,6975,WAR,WARNING,6/17/2018 0:02
RPT1,6976,VEH,VEHICLE,6/17/2018 0:03
RPT2,6976,EQUI,EQUIPMENT VIOLATION,6/17/2018 0:03
RPT3,6976,*NO,*NO SEARCH,6/17/2018 0:03
RPT6,6976,WAR,WARNING,6/17/2018 0:04
RPT1,6977,PED,PEDESTRIAN,6/17/2018 6:36
RPT2,6977,MUNI,MUNICIPAL VIOLATION,6/17/2018 6:37
RPT3,6977,*NO,*NO SEARCH,6/17/2018 6:37
RPT6,6977,WAR,WARNING,6/17/2018 6:37
RPT1,6978,PED,PEDESTRIAN,6/17/2018 6:39
RPT2,6978,MUNI,MUNICIPAL VIOLATION,6/17/2018 6:39
RPT3,6978,*NO,*NO SEARCH,6/17/2018 6:39
RPT6,6978,WAR,WARNING,6/17/2018 6:39
RPT1,6979,VEH,VEHICLE,6/17/2018 13:34
RPT2,6979,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/17/2018 13:34
RPT3,6979,*NO,*NO SEARCH,6/17/2018 13:34
RPT6,6979,CIT,CITATION,6/17/2018 13:34
RPT7,6979,TRAF,TRAFFIC,6/17/2018 13:34
RPT1,6981,PED,PEDESTRIAN,6/17/2018 13:34
RPT2,6981,MUNI,MUNICIPAL VIOLATION,6/17/2018 13:34
RPT1,6980,VEH,VEHICLE,6/17/2018 13:34
RPT6,6981,CIT,CITATION,6/17/2018 13:34
RPT2,6980,SPEE,TRAFFIC-SPEEDING,6/17/2018 13:34
RPT3,6980,*NO,*NO SEARCH,6/17/2018 13:35
RPT6,6980,CIT,CITATION,6/17/2018 13:35
RPT7,6980,TRAF,TRAFFIC,6/17/2018 13:35
RPT1,6982,PED,PEDESTRIAN,6/17/2018 13:37
RPT2,6982,MUNI,MUNICIPAL VIOLATION,6/17/2018 13:37
RPT3,6982,*NO,*NO SEARCH,6/17/2018 13:38
RPT6,6982,CIT,CITATION,6/17/2018 13:38
RPT1,6983,PED,PEDESTRIAN,6/17/2018 13:39
RPT2,6983,MUNI,MUNICIPAL VIOLATION,6/17/2018 13:39
RPT3,6983,*NO,*NO SEARCH,6/17/2018 13:39
RPT6,6983,CIT,CITATION,6/17/2018 13:39
RPT1,6984,PED,PEDESTRIAN,6/17/2018 13:41
RPT2,6984,MUNI,MUNICIPAL VIOLATION,6/17/2018 13:41
RPT3,6984,*NO,*NO SEARCH,6/17/2018 13:41
RPT6,6984,CIT,CITATION,6/17/2018 13:41
RPT1,6985,PED,PEDESTRIAN,6/17/2018 13:42
RPT2,6985,MUNI,MUNICIPAL VIOLATION,6/17/2018 13:43
RPT3,6985,*NO,*NO SEARCH,6/17/2018 13:43
RPT6,6985,CIT,CITATION,6/17/2018 13:43
RPT1,6986,VEH,VEHICLE,6/17/2018 14:50
RPT2,6986,MUNI,MUNICIPAL VIOLATION,6/17/2018 14:50
RPT3,6986,*NO,*NO SEARCH,6/17/2018 14:50
RPT5,6986,NOT,NOTHING SEIZED,6/17/2018 14:51
RPT6,6986,WAR,WARNING,6/17/2018 14:51
RPT1,6987,PED,PEDESTRIAN,6/17/2018 22:55
RPT2,6987,MUNI,MUNICIPAL VIOLATION,6/17/2018 22:55
RPT3,6987,*NO,*NO SEARCH,6/17/2018 22:55
RPT6,6987,WAR,WARNING,6/17/2018 22:56
RPT1,6988,PED,PEDESTRIAN,6/17/2018 22:56
RPT2,6988,MUNI,MUNICIPAL VIOLATION,6/17/2018 22:56
RPT3,6988,*NO,*NO SEARCH,6/17/2018 22:56
RPT6,6988,WAR,WARNING,6/17/2018 22:57
RPT1,6989,VEH,VEHICLE,6/17/2018 22:59
RPT2,6989,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/17/2018 22:59
RPT3,6989,*NO,*NO SEARCH,6/17/2018 22:59
RPT6,6989,CIT,CITATION,6/17/2018 22:59
RPT7,6989,TRAF,TRAFFIC,6/17/2018 23:00
RPT7,6989,MUNI,MUNICIPAL,6/17/2018 23:00
RPT1,6990,PED,PEDESTRIAN,6/17/2018 23:01
RPT2,6990,MUNI,MUNICIPAL VIOLATION,6/17/2018 23:01
RPT3,6990,*NO,*NO SEARCH,6/17/2018 23:01
RPT6,6990,WAR,WARNING,6/17/2018 23:01
RPT1,6991,VEH,VEHICLE,6/18/2018 11:24
RPT2,6991,SPEE,TRAFFIC-SPEEDING,6/18/2018 11:24
RPT3,6991,*NO,*NO SEARCH,6/18/2018 11:24
RPT6,6991,CIT,CITATION,6/18/2018 11:24
RPT7,6991,TRAF,TRAFFIC,6/18/2018 11:25
RPT1,6992,VEH,VEHICLE,6/18/2018 11:25
RPT2,6992,SPEE,TRAFFIC-SPEEDING,6/18/2018 11:25
RPT3,6992,*NO,*NO SEARCH,6/18/2018 11:25
RPT6,6992,CIT,CITATION,6/18/2018 11:25
RPT7,6992,TRAF,TRAFFIC,6/18/2018 11:25
RPT1,6993,VEH,VEHICLE,6/18/2018 16:05
RPT2,6993,SPEE,TRAFFIC-SPEEDING,6/18/2018 16:05
RPT3,6993,*NO,*NO SEARCH,6/18/2018 16:05
RPT6,6993,CIT,CITATION,6/18/2018 16:05
RPT7,6993,TRAF,TRAFFIC,6/18/2018 16:05
RPT1,6994,VEH,VEHICLE,6/18/2018 16:06
RPT2,6994,SPEE,TRAFFIC-SPEEDING,6/18/2018 16:07
RPT3,6994,*NO,*NO SEARCH,6/18/2018 16:07
RPT6,6994,CIT,CITATION,6/18/2018 16:07
RPT7,6994,TRAF,TRAFFIC,6/18/2018 16:07
RPT1,6995,VEH,VEHICLE,6/18/2018 8:37
RPT2,6995,SPEE,TRAFFIC-SPEEDING,6/18/2018 8:37
RPT3,6995,*NO,*NO SEARCH,6/18/2018 8:37
RPT6,6995,CIT,CITATION,6/18/2018 8:37
RPT7,6995,TRAF,TRAFFIC,6/18/2018 8:37
RPT1,6996,VEH,VEHICLE,6/18/2018 9:01
RPT2,6996,SPEE,TRAFFIC-SPEEDING,6/18/2018 9:01
RPT3,6996,*NO,*NO SEARCH,6/18/2018 9:01
RPT6,6996,WAR,WARNING,6/18/2018 9:02
RPT1,6997,VEH,VEHICLE,6/18/2018 18:13
RPT2,6997,RECK,TRAFFIC-RECKLESS/CARELESS,6/18/2018 18:13
RPT3,6997,*NO,*NO SEARCH,6/18/2018 18:13
RPT6,6997,WAR,WARNING,6/18/2018 18:13
RPT1,6998,VEH,VEHICLE,6/18/2018 18:19
RPT2,6998,RECK,TRAFFIC-RECKLESS/CARELESS,6/18/2018 18:19
RPT3,6998,*NO,*NO SEARCH,6/18/2018 18:19
RPT6,6998,CIT,CITATION,6/18/2018 18:19
RPT7,6998,TRAF,TRAFFIC,6/18/2018 18:19
RPT1,6999,VEH,VEHICLE,6/18/2018 18:20
RPT2,6999,SPEE,TRAFFIC-SPEEDING,6/18/2018 18:20
RPT3,6999,*NO,*NO SEARCH,6/18/2018 18:20
RPT6,6999,CIT,CITATION,6/18/2018 18:20
RPT7,6999,TRAF,TRAFFIC,6/18/2018 18:20
RPT1,7000,VEH,VEHICLE,6/18/2018 18:21
RPT2,7000,SPEE,TRAFFIC-SPEEDING,6/18/2018 18:21
RPT3,7000,*NO,*NO SEARCH,6/18/2018 18:21
RPT6,7000,CIT,CITATION,6/18/2018 18:21
RPT7,7000,TRAF,TRAFFIC,6/18/2018 18:22
RPT1,7001,VEH,VEHICLE,6/18/2018 18:23
RPT2,7001,SPEE,TRAFFIC-SPEEDING,6/18/2018 18:23
RPT3,7001,*NO,*NO SEARCH,6/18/2018 18:23
RPT6,7001,CIT,CITATION,6/18/2018 18:23
RPT7,7001,TRAF,TRAFFIC,6/18/2018 18:23
RPT1,7002,VEH,VEHICLE,6/18/2018 18:24
RPT2,7002,SPEE,TRAFFIC-SPEEDING,6/18/2018 18:24
RPT3,7002,*NO,*NO SEARCH,6/18/2018 18:24
RPT6,7002,CIT,CITATION,6/18/2018 18:24
RPT7,7002,TRAF,TRAFFIC,6/18/2018 18:24
RPT1,7003,VEH,VEHICLE,6/18/2018 18:25
RPT2,7003,SPEE,TRAFFIC-SPEEDING,6/18/2018 18:25
RPT3,7003,*NO,*NO SEARCH,6/18/2018 18:25
RPT6,7003,CIT,CITATION,6/18/2018 18:26
RPT7,7003,TRAF,TRAFFIC,6/18/2018 18:26
RPT1,7004,VEH,VEHICLE,6/19/2018 3:22
RPT2,7004,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/19/2018 3:23
RPT3,7004,*NO,*NO SEARCH,6/19/2018 3:23
RPT6,7004,WAR,WARNING,6/19/2018 3:23
RPT1,7005,VEH,VEHICLE,6/19/2018 14:40
RPT2,7005,SPEE,TRAFFIC-SPEEDING,6/19/2018 14:40
RPT3,7005,*NO,*NO SEARCH,6/19/2018 14:40
RPT6,7005,CIT,CITATION,6/19/2018 14:40
RPT7,7005,TRAF,TRAFFIC,6/19/2018 14:41
RPT1,7006,VEH,VEHICLE,6/19/2018 15:07
RPT2,7006,SPEE,TRAFFIC-SPEEDING,6/19/2018 15:07
RPT3,7006,*NO,*NO SEARCH,6/19/2018 15:08
RPT6,7006,CIT,CITATION,6/19/2018 15:08
RPT7,7006,TRAF,TRAFFIC,6/19/2018 15:08
RPT1,7007,VEH,VEHICLE,6/19/2018 12:04
RPT2,7007,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/19/2018 12:04
RPT3,7007,*NO,*NO SEARCH,6/19/2018 12:04
RPT6,7007,WAR,WARNING,6/19/2018 12:04
RPT1,7008,VEH,VEHICLE,6/19/2018 14:56
RPT2,7008,RECK,TRAFFIC-RECKLESS/CARELESS,6/19/2018 14:56
RPT3,7008,*NO,*NO SEARCH,6/19/2018 14:56
RPT6,7008,CIT,CITATION,6/19/2018 14:56
RPT7,7008,TRAF,TRAFFIC,6/19/2018 14:56
RPT1,7009,VEH,VEHICLE,6/19/2018 15:26
RPT2,7009,SPEE,TRAFFIC-SPEEDING,6/19/2018 15:27
RPT3,7009,*NO,*NO SEARCH,6/19/2018 15:27
RPT6,7009,CIT,CITATION,6/19/2018 15:27
